,date,title,cat1,cat2,url,categories,children,hate_speech,health_disinfo,political_disinfo,safety
811,"November 7, 2018",Inside the Membership Accelerator: Five Steps to a Stronger Membership Program,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-membership-accelerator-five-steps-to-a-stronger-membership-program,[],0,0,0,0,0
812,"November 6, 2018",5 Steps to a Stronger Membership Program,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/membership-program-news,[],0,0,0,0,0
813,"November 5, 2018",How the San Francisco Chronicle Increased Digital Subscriptions,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/san-francisco-chronicle-subscription,[],0,0,0,0,0
814,"November 5, 2018",Inside the Digital Subscriptions Accelerator: How the San Francisco Chronicle Increased Digital Subscriptions,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-digital-subscriptions-accelerator-how-the-san-francisco-chronicle-increased-digital-subscriptions,[],0,0,0,0,0
815,"November 1, 2018",Expanding Breaking News on Facebook,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/expanding-breaking-news-on-facebook,[],0,0,0,0,0
816,"October 31, 2018",Halloween Makeup Tutorials | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/halloween-makeup-tutorials,[],0,0,0,0,0
817,"October 31, 2018",The South China Morning Post is in the middle of a digital transformation. Here's how they use CrowdTangle to sharpen their social strategy.,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/the-south-china-morning-post-is-in-the-middle-of-a-digital-transformation-heres-how-they-use-crowdtangle-to-sharpen-their-social-strategy,[],0,0,0,0,0
818,"October 30, 2018",James Patterson Releases Novel Exclusively on Messenger,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/james-patterson-releases-novel-exclusively-on-messenger,[],0,0,0,0,0
819,"October 30, 2018",How to Get Started With Digital Video,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/digital-video-get-started,[],0,0,0,0,0
820,"October 30, 2018",Unlocking Profitable Digital Membership,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/profitable-digital-membership,[],0,0,0,0,0
821,"October 30, 2018",Inside the Membership Accelerator: Finding Your Whales,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-membership-accelerator-finding-your-whales,[],0,0,0,0,0
822,"October 26, 2018",Creator Spotlight: Strange Magic | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-strange-magic,[],0,0,0,0,0
823,"October 24, 2018",Creator Studio Deep Dive | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/creator-studio-deep-dive,[],0,0,0,0,0
824,"October 19, 2018",Facebook and Storyful Launch Training Program for Journalists,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-storyful-training-program-journalists,[],0,0,0,0,0
825,"October 19, 2018",Inside the Digital Video Accelerator: Implementing a Digital Mindset,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-digital-video-accelerator-implementing-a-digital-mindset,[],0,0,0,0,0
826,"October 19, 2018",The Facebook Journalism Project partners with Storyful to Launch Training Program for Journalists,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/the-facebook-journalism-project-partners-with-storyful-to-launch-training-program-for-journalists,[],0,0,0,0,0
827,"October 18, 2018","For Publishers, Video Requires a Digital-First Mindset",BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/video-digital-mindset,[],0,0,0,0,0
828,"October 18, 2018",How Group Nine Built a Dynamic Video Strategy and Monetized It Through In-stream Ads,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/how-group-nine-built-a-dynamic-video-strategy-and-monetized-it-through-ad-breaks,[],0,0,0,0,0
829,"October 18, 2018",Updates to Branded Content and Brand Collaborations on Facebook,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/updates-to-branded-content-and-brand-collaborations-on-facebook,[],0,0,0,0,0
830,"October 18, 2018",Key Updates to Branded Content | Meta for Creators,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/key-updates-to-branded-content,[],0,0,0,0,0
831,"October 17, 2018",Authentic Live Content Drives More than 12 Million Views During Canadian Expedition,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/authentic-live-content-drives-more-than-12-million-views-during-canadian-expedition,[],0,0,0,0,0
832,"October 11, 2018",International Day of the Girl | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/international-day-of-the-girl,[],0,0,0,0,0
833,"October 10, 2018",Inside the Facebook Journalism Project's Local News Membership Accelerator: Recap of the Austin Kick Off,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-facebook-journalism-projects-local-news-membership-accelerator-recap-of-the-austin-kick-off,[],0,0,0,0,0
834,"October 9, 2018",Lessons from the Facebook Journalism Project's Membership Accelerator,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/lessons-from-the-facebook-journalism-projects-membership-accelerator,[],0,0,0,0,0
835,"October 9, 2018",Quick Links Subscriptions Directory,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/quick-links-subscriptions-directory,[],0,0,0,0,0
836,"October 4, 2018",Inside the Digital Video Accelerator: Developing Your Digital Video Strategy,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-digital-video-accelerator-developing-your-digital-video-strategy,[],0,0,0,0,0
837,"October 4, 2018",Take Your Digital Strategy to the Next Level,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/improve-digital-strategy,[],0,0,0,0,0
838,"October 2, 2018",Three New Ways to Engage Fans | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/three-new-ways-to-engage-fans,[],0,0,0,0,0
839,"October 2, 2018","Global Launch of Premieres, Polls, and Top Fans",ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/global-launch-of-premieres-polls-and-top-fans,[],0,0,0,0,0
840,"October 2, 2018",Lessons From the Digital Video Accelerator,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/lessons-from-the-digital-video-accelerator,[],0,0,0,0,0
841,"October 1, 2018",Monetization Eligibility Standards: Why would my Page be demonetized?,BEST PRACTICES,,https://www.facebook.com/formedia/blog/monetization-eligibility-standards-why-would-my-page-be-demonetized,[],0,0,0,0,0
842,"September 24, 2018",Launching In-stream Ads in 21 New Countries,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/launching-ad-breaks-in-21-new-countries,[],0,0,0,0,0
843,"September 21, 2018",All About In-Stream Ads | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/all-about-ad-breaks,[],0,0,0,0,0
844,"September 20, 2018",How Local Publishers Used Facebook to Cover Hurricane Florence,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/how-local-publishers-used-facebook-to-cover-hurricane-florence,[],0,0,0,0,0
845,"September 18, 2018",Indexing News Pages on Facebook,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/indexing-news-pages-on-facebook-for-the-ad-archive,[],0,0,0,0,0
846,"September 18, 2018",Universal Pictures Creates Cutting-Edge Facebook Content for “Jurassic World”,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/universal-pictures-creates-cutting-edge-facebook-content-for-jurassic-world,[],0,0,0,0,0
847,"September 14, 2018",Creator Spotlight: Family Fun | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-family-fun,[],0,0,0,0,0
848,"September 14, 2018",CrowdTangle helped Townsquare Media's sales team increase revenue by more than $100k,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/crowdtangle-helped-townsquare-medias-sales-team-increase-revenue-by-more-than-100k,[],0,0,0,0,0
849,"September 12, 2018",Spotlight On Local News: The Texas Tribune Facilitates Sensitive Political Discussions Through Facebook Groups,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/spotlight-on-local-news-the-texas-tribune-facilitates-sensitive-political-discussions-through-facebook-groups,[],0,0,0,0,0
850,"September 12, 2018",How Local Publishing Groups Are Using Facebook Groups to Connect with Readers,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/how-local-publishing-groups-are-using-facebook-groups-to-connect-with-readers,[],0,0,0,0,0
851,"September 11, 2018",Local News Publishers Use Facebook Groups to Connect With Readers,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/local-news-facebook-groups,[],0,0,0,0,0
852,"September 6, 2018",Wuz Good's Rise and Grind| Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/wuz-good-rise-and-grind,[],0,0,0,0,0
853,"August 29, 2018",Watch Out! | Meta for Creators,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/watch-out,[],0,0,0,0,0
854,"August 29, 2018","Launching Watch, In-stream Ads & Creator Studio Globally",ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/launching-watch-ad-breaks-creator-studio-globally,[],0,0,0,0,0
855,"August 23, 2018",Video Best Practices,BEST PRACTICES,,https://www.facebook.com/formedia/blog/video-best-practices,[],0,0,0,0,0
856,"August 23, 2018",Best Practices for Avoiding Sharing Schemes,BEST PRACTICES,,https://www.facebook.com/formedia/blog/best-practices-for-avoiding-sharing-schemes,[],0,0,0,0,0
857,"August 23, 2018",Chef's Indian Premier League Playlist Generates 13M Views,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/chefs-indian-premier-league-playlist-generates-13m-views,[],0,0,0,0,0
858,"August 21, 2018",News Anchor Bob Herzog Shares 5 Tips for Using Facebook Live,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/bob-herzog-wake-up-make-up-facebook-live,[],0,0,0,0,0
859,"August 21, 2018",Spotlight on Local News: Anchor Bob Herzog Shares 5 Tips for Using Facebook Live,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/spotlight-on-local-news-anchor-bob-herzog-shares-5-tips-for-using-facebook-live,[],0,0,0,0,0
860,"August 20, 2018",Inside the Local News Subscriptions Accelerator: Optimizing Your Checkout Flow,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscriptions-accelerator-optimizing-your-checkout-flow,[],0,0,0,0,0
861,"August 20, 2018",How to Optimize Your Checkout Flow,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/checkout-flow-optimization,[],0,0,0,0,0
862,"August 15, 2018",The Facebook Journalism Project partners with the News Literacy Project to expand its news literacy classroom for students,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/the-facebook-journalism-project-partners-with-the-news-literacy-project-to-expand-its-news-literacy-classroom-for-students,[],0,0,0,0,0
863,"August 15, 2018",NASCAR and Bubba Wallace Find Marketing Formula for Facebook Watch,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/nascar-and-bubba-wallace-find-marketing-formula-for-facebook-watch,[],0,0,0,0,0
864,"August 15, 2018",Facebook Project Prioritizes Student News Literacy,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-student-news-literacy,[],0,0,0,0,0
865,"August 14, 2018",Creator Spotlight: Motivational Makers | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-motivational-makers,[],0,0,0,0,0
866,"August 14, 2018",Creator Spotlight: Animal Spirit | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-animal-spirit,[],0,0,0,0,0
867,"August 13, 2018",Best Practices for Facebook and Instagram,BEST PRACTICES,,https://www.facebook.com/formedia/blog/best-practices-for-facebook-and-instagram,[],0,0,0,0,0
868,"August 9, 2018",Inside the Local News Subscriptions Accelerator: Mastering the Mid-Funnel,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscriptions-accelerator-mastering-the-mid-funnel,[],0,0,0,0,0
869,"August 8, 2018",How to Nurture Business With Mid-Funnel Marketing,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/mid-funnel-marketing,[],0,0,0,0,0
870,"August 2, 2018",Stephen Curry Raises $82K To Fight Malaria Through Facebook's Donate Button,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/stephen-curry-raises-82k-to-fight-malaria-through-facebooks-donate-button,[],0,0,0,0,0
871,"August 2, 2018",The Next Step in Our Journey to Help Local News Publishers,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-next-step-in-journey-news-publishers,[],0,0,0,0,0
872,"August 2, 2018",Inside the Local News Subscriptions Accelerator: Publishers Share Their Results,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscriptions-accelerator-publishers-share-their-results,[],0,0,0,0,0
873,"August 2, 2018",The Next Step in our Journey to Help Local News Publishers,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/the-next-step-in-our-journey-to-help-local-news-publishers,[],0,0,0,0,0
874,"August 2, 2018",Publishers See Results With the Facebook Accelerator Program,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/results-facebook-accelerator-program,[],0,0,0,0,0
875,"August 1, 2018",Spotlight on Local News: CrowdTangle is Bringing one of Connecticut’s Oldest Local News Stations into the Future,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/crowdtangle-is-bringing-one-of-connecticuts-oldest-local-news-stations-into-the-future,[],0,0,0,0,0
876,"July 30, 2018",Cricket Australia Goes Live to Bring WBBL to Wider Audience,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/cricket-australia-goes-live-to-bring-wbbl-to-wider-audience,[],0,0,0,0,0
877,"July 30, 2018",Introducing Brand Collabs Manager | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/introducing-brand-collabs-manager,[],0,0,0,0,0
878,"July 24, 2018",Inside the Local News Subscriptions Accelerator: Menlo Park Recap,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscriptions-accelerator-menlo-park-recap,[],0,0,0,0,0
879,"July 23, 2018",A Fresh Look for Your Page | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/a-fresh-look-for-your-page,[],0,0,0,0,0
880,"July 18, 2018",How to Improve Marketing Operations for Subscription Campaigns,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/marketing-subscription-campaigns,[],0,0,0,0,0
881,"July 18, 2018",Inside the Local News Subscriptions Accelerator: Lessons in Marketing Operations,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscriptions-accelerator-lessons-in-marketing-operations,[],0,0,0,0,0
882,"July 11, 2018",How to Watch the First Funded News Shows on Facebook Watch,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/how-to-watch-the-first-funded-news-shows-on-facebook-watch,[],0,0,0,0,0
883,"July 9, 2018",UCF Knights' Content Plan Leads to Top 5 Division I Ranking in Facebook Engagement and Growth,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/the-university-of-central-florida-demonstrated-the-impact-of-creating-engaging-content-to-drive-conversation,[],0,0,0,0,0
884,"June 28, 2018",Facebook helps coalition of 24 news organizations fight misinformation in Brazil,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/facebook-helps-coalition-of-24-news-organizations-fight-misinformation-in-brazil,[],0,0,0,0,0
885,"June 28, 2018",Facebook Helps Brazil News Organizations Fight Misinformation,SUCCESS STORIES,JOURNALISM,https://www.facebook.com/journalismproject/facebook-helps-brazil-news-organizations-fight-misinformation,[],0,0,0,0,0
886,"June 28, 2018",Best Practices for Driving Discussions Around Your Videos,BEST PRACTICES,,https://www.facebook.com/formedia/blog/best-practices-for-driving-discussions-around-your-videos,[],0,0,0,0,0
887,"June 27, 2018",Investing in News Subscriptions,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/investing-in-news-subscriptions,[],0,0,0,0,0
888,"June 27, 2018",Facebook Invests in News Subscriptions,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-invests-news-subscriptions,[],0,0,0,0,0
889,"June 25, 2018",PVR Cinemas Debut In-Theater Facebook Live with Dharma Productions,ANNOUNCEMENTS,MEDIA,https://www.facebook.com/facebookmedia/success-stories/pvr-cinemas-debut-in-theater-facebook-live-with-dharma-productions,[],0,0,0,0,0
890,"June 25, 2018",Recap: Creator Day and VidCon US 2018 | Meta for Creators,ANNOUNCEMENTS,CREATORS,https://www.facebook.com/creators/creator-day-and-vidcon-recap,[],0,0,0,0,0
891,"June 19, 2018",Grow Your Fanbase | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/grow-your-fanbase,[],0,0,0,0,0
892,"June 19, 2018",Up-level your videos | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/up-level-your-videos,[],0,0,0,0,0
893,"June 19, 2018",Getting Started with Tools | Facebook for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/getting-started-with-tools,[],0,0,0,0,0
894,"June 19, 2018",Making Video More Interactive,BEST PRACTICES,,https://www.facebook.com/formedia/blog/making-video-more-interactive,[],0,0,0,0,0
895,"June 19, 2018",Enhance Audience Engagement | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/enhance-audience-engagement,[],0,0,0,0,0
896,"June 19, 2018",Keeping Content Safe and Authentic | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/keeping-content-safe,[],0,0,0,0,0
897,"June 15, 2018",Josh Talks Expands Audience With Facebook Videos in Vernacular Languages,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/josh-talks-expands-audience-with-facebook-video-in-vernacular-languages,[],0,0,0,0,0
898,"June 14, 2018",Creator Spotlight: For Your Entertainment | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-for-your-entertainment,[],0,0,0,0,0
899,"June 14, 2018",Facebook Blueprint Courses for Journalists and Publishers,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-blueprint-courses-journalists-publishers,[],0,0,0,0,0
900,"June 14, 2018",Announcing two new Facebook Journalism Project + Poynter Institute online courses,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/announcing-two-new-facebook-journalism-project-poynter-institute-online-courses,[],0,0,0,0,0
901,"June 14, 2018",Happy Pride! | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/happy-pride,[],0,0,0,0,0
902,"June 13, 2018",Authorizing Ads with Political Content: Why Publishers Are Included,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/authorizing-ads-with-political-content-why-publishers-are-included,[],0,0,0,0,0
903,"June 12, 2018",Inside the Local News Subscriptions Accelerator: Testing in Seattle,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscriptions-accelerator-testing-in-seattle,[],0,0,0,0,0
904,"June 6, 2018",BILD's CrowdTangle Blueprint: Finding Diamond-In-the-Rough Stories and Making Them Pop Across 75 Facebook Pages,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/bilds-crowdtangle-blueprint-finding-diamond-in-the-rough-stories-and-making-them-pop-across-75-facebook-pages,[],0,0,0,0,0
905,"June 6, 2018",Introducing the First Funded News Shows for Facebook Watch,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/introducing-the-first-funded-news-shows-for-facebook-watch,[],0,0,0,0,0
906,"June 5, 2018",Newsroom Support Is Key to Promoting Digital Subscriptions,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/digital-subscription-offers,[],0,0,0,0,0
907,"June 5, 2018",Newsroom Support Is Key to Promoting Digital Subscriptions,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/digital-subscriptions-newsroom,[],0,0,0,0,0
908,"June 5, 2018",Inside the Local News Subscriptions Accelerator: Leveraging Your Newsroom to Promote Digital Subscriptions,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscriptions-accelerator-leveraging-your-newsroom-to-promote-digital-subscriptions,[],0,0,0,0,0
909,"June 5, 2018",Mexican National League Brings Live Basketball Games to Facebook,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/mexican-national-league-brings-live-basketball-games-to-facebook,[],0,0,0,0,0
910,"June 5, 2018",Creator Spotlight: Art of Beauty | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-art-of-beauty,[],0,0,0,0,0
911,"May 31, 2018",8 Alternate Tactics to Acquire Subscriptions,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/acquire-subscriptions,[],0,0,0,0,0
912,"May 31, 2018",Inside the Local News Subscriptions Accelerator: 8 Alternate Ways of Acquiring Digital Subscribers,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscriptions-accelerator-8-alternate-subs,[],0,0,0,0,0
913,"May 25, 2018","CrowdTangle Can Save Your News Company $200,000. Lessons from Deutsche Welle",SUCCESS STORIES,,https://www.facebook.com/formedia/blog/crowdtangle-can-save-your-news-company-200000-lessons-from-deutsche-welle,[],0,0,0,0,0
914,"May 24, 2018",Creator Spotlight: Funny Business | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/creator-spotlight-funny-business,[],0,0,0,0,0
915,"May 23, 2018",Inside the Local News Subscriptions Accelerator: Austin Meeting Recap,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscriptions-accelerator-austin-recap,[],0,0,0,0,0
916,"May 23, 2018",Sports Illustrated Uses Instagram Stories Tools to Drive Engagement,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/sports-illustrated-uses-instagram-stories-tools-to-drive-engagement,[],0,0,0,0,0
917,"May 18, 2018",Facebook for Business Influencers,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/businessinfluencers,[],0,0,0,0,0
918,"May 18, 2018",Get to Know Ms Yeah | Meta for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/get-to-know-ms-yeah,[],0,0,0,0,0
919,"May 18, 2018",Game Media Asia Network Uses CrowdTangle Slack Alerts to Level-Up,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/game-media-asia-network-uses-crowdtangle-slack-alerts-to-level-up,[],0,0,0,0,0
920,"May 17, 2018",The Facebook Journalism Project's Digital Journalism Fellowship,ANNOUNCEMENTS,JOURNALISM,https://www.facebook.com/journalismproject/facebook-journalism-project-digital-journalism-fellowship,[],0,0,0,0,0
921,"May 17, 2018",The Facebook Journalism Project partners with Hamburg Media School to launch Digital Journalism Fellowship,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/the-facebook-journalism-project-partners-with-hamburg-media-school-to-launch-digital-journalism-fellowship,[],0,0,0,0,0
922,"May 15, 2018",How the Australian Broadcasting Corporation Rolled out CrowdTangle to 500 Digital Producers Across its Regional Newsrooms,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/how-the-australian-broadcasting-corporation-rolled-out-crowdtangle-to-500-digital-producers-across-its-regional-newsrooms,[],0,0,0,0,0
923,"May 10, 2018","Facebook Video Strategies From Bustle, PopSugar, and More",BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/facebook-video-strategies-bustle-popsugar,[],0,0,0,0,0
924,"May 10, 2018",Creating Loyal Viewers | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/creating-loyal-viewers,[],0,0,0,0,0
925,"May 10, 2018",A Look Inside the Video Strategies of 7 Digital-Native Publishers on Facebook,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/a-look-inside-the-video-strategies-of-7-digital-native-publishers-on-facebook,[],0,0,0,0,0
926,"May 9, 2018","Inside The Local News Subscriptions Accelerator: Three lessons from Aftenposten, a digital subscriptions powerhouse",ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscriptions-accelerator-three-lessons-from-aftenposten-a-digital-subscriptions-powerhouse,[],0,0,0,0,0
927,"May 8, 2018","New Live Tools for Publishers: Persistent Stream Keys, Crossposting and Live Rewind",ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/new-live-tools-for-publishers-persistent-stream-keys-crossposting-and-live-rewind,[],0,0,0,0,0
928,"May 7, 2018",Tom Brady Uses Facebook to Build Community and Grow Business,SUCCESS STORIES,MEDIA,https://www.facebook.com/facebookmedia/success-stories/tom-brady-uses-facebook-to-build-community-and-grow-business,[],0,0,0,0,0
929,"May 2, 2018",An Update on Video Retention Metrics,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/an-update-on-video-retention-metrics,[],0,0,0,0,0
930,"April 20, 2018",Inside The Local News Subscriptions Accelerator: How The Boston Globe Used Cliffhangers to Generate Email Leads,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscriptions-accelerator-how-the-boston-globe-used-cliffhangers-to-generate-email-leads,[],0,0,0,0,0
931,"April 20, 2018",A Diverse Music Community is a Very Good Thing,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/a-diverse-music-community-is-a-very-good-thing,[],0,0,0,0,0
932,"April 20, 2018",How Condé Nast Built Communities Using Facebook Groups Across Eight Publications,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/how-conde-nast-has-built-communities-using-facebook-groups-across-eight-publications,[],0,0,0,0,0
933,"April 20, 2018",How Expressen Rolled Out CrowdTangle to Drive Digital Literacy Across Their Business,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/how-expressen-rolled-out-crowdtangle-to-drive-digital-literacy-across-their-business,[],0,0,0,0,0
934,"April 20, 2018",Spotlight on Local News: A Local Swedish Paper Connects Commuters and Affects Change Through Facebook Groups,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/spotlight-on-local-news-a-local-swedish-paper-connects-commuters-and-affects-change-through-facebook-groups,[],0,0,0,0,0
935,"April 20, 2018",Best practices and updates on video and monetization,BEST PRACTICES,,https://www.facebook.com/formedia/blog/best-practices-and-updates-on-video-and-monetization,[],0,0,0,0,0
936,"April 19, 2018",Protect Your Videos | Meta for Creators,BEST PRACTICES,CREATORS,https://www.facebook.com/creators/protect-your-videos,[],0,0,0,0,0
937,"April 19, 2018",Food Creators Discover Ingredients for Success on Facebook,ANNOUNCEMENTS,MEDIA,https://www.facebook.com/facebookmedia/success-stories/india_foodblogs,[],0,0,0,0,0
938,"April 16, 2018",Inside the Local News Subscriptions Accelerator: How to Optimize Your Website to Drive Subscriptions,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscription-accelerator-recap-from-the-nyc-kickoff,[],0,0,0,0,0
939,"April 16, 2018",How CrowdTangle Became the Colts' 12th Man,SUCCESS STORIES,,https://www.facebook.com/formedia/blog/how-crowdtangle-became-the-colts-12th-man,[],0,0,0,0,0
940,"April 16, 2018",How to Optimize Your Website to Drive Subscriptions,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/optimize-website,[],0,0,0,0,0
941,"April 12, 2018",Inside The Local News Subscriptions Accelerator: 10 Email Marketing Tips,ANNOUNCEMENTS,,https://www.facebook.com/formedia/blog/inside-the-local-news-subscriptions-accelerator-10-email-marketing-tips,[],0,0,0,0,0
942,"April 12, 2018",15 Practical Email Marketing Tips,BEST PRACTICES,JOURNALISM,https://www.facebook.com/journalismproject/email-marketing-tips,[],0,0,0,0,0
943,"April 10, 2018",Interview: McClure Twins Family | Facebook for Creators,SUCCESS STORIES,CREATORS,https://www.facebook.com/creators/interview-mcclure-twins-family,[],0,0,0,0,0
